CustomerKey|SalesTerritoryKey|First Name|Middle Name|Last Name|Birth Date|Marital Status|Gender|Email Address|Yearly Income|Total Children|Children at Home|Education|Occupation|Home Owner|Cars Owned|Street Address|City|State/Province|Postal Code|CountryRegionCode|Initial Purchase Date|Commute Distance
20606|9|Jocelyn|NULL|Coleman|1980-01-23|M|F|jocelyn6@adventure-works.com|70000.00|0|0|Bachelors|Professional|1|4|756 Palm Dr|Warrnambool|VIC|3280|AU|2011-11-09|10+ Miles
20607|9|Donna|A|Raje|1980-04-17|S|F|donna12@adventure-works.com|80000.00|0|0|Bachelors|Professional|1|3|2341 Lindley Ct|Sydney|NSW|1002|AU|2013-12-15|10+ Miles
20608|9|Cara|NULL|Hu|1979-05-18|S|F|cara16@adventure-works.com|100000.00|0|5|High School|Management|1|2|7114 SeaView Court|Sunbury|VIC|3429|AU|2011-11-06|10+ Miles
20609|9|Fernando|M|Bryant|1978-10-03|M|M|fernando59@adventure-works.com|100000.00|0|5|High School|Management|1|2|1790 Holton Court|Port Macquarie|NSW|2444|AU|2011-11-25|10+ Miles
20610|9|Jessie|NULL|Zhou|1984-03-06|M|M|jessie13@adventure-works.com|110000.00|0|5|Partial College|Management|1|3|537 Panoramic Avenue|Matraville|NSW|2036|AU|2011-11-10|10+ Miles
20611|9|Carla|A|Sullivan|1979-04-18|M|F|carla15@adventure-works.com|110000.00|0|5|Partial College|Management|0|3|4976 Norris Court|Springwood|NSW|2777|AU|2011-10-29|10+ Miles
20612|9|Colin|J|Yang|1978-10-29|M|M|colin5@adventure-works.com|110000.00|0|5|Partial College|Management|1|3|3230 Virginia Hills|Seaford|VIC|3198|AU|2011-11-20|10+ Miles
20613|9|Lindsay|L|Raje|1979-04-13|M|F|lindsay14@adventure-works.com|110000.00|0|5|Partial College|Management|1|3|9856 Gonzalez Ct.|Townsville|QLD|4810|AU|2011-11-15|10+ Miles
20614|9|Gregory|NULL|Shan|1979-01-02|S|M|gregory13@adventure-works.com|110000.00|0|5|Partial College|Management|1|3|2801 San Ramon Road|Newcastle|NSW|2300|AU|2011-11-12|10+ Miles
20615|9|Laura|NULL|Wu|1979-04-20|S|F|laura13@adventure-works.com|110000.00|0|5|Partial College|Management|1|3|4746 Clear Court # 61|Matraville|NSW|2036|AU|2011-11-19|10+ Miles
20616|9|Kristi|NULL|Serrano|1978-08-12|S|F|kristi12@adventure-works.com|120000.00|0|5|Partial High School|Professional|1|4|8027 Blue Cr|Milsons Point|NSW|2061|AU|2011-11-30|10+ Miles
20617|9|Chloe|L|Johnson|1983-05-25|S|F|chloe35@adventure-works.com|100000.00|0|5|High School|Management|1|3|8966 Keywood Ct|Cranbourne|VIC|3977|AU|2011-12-20|10+ Miles
20618|9|Marie|V|Rubio|1977-01-11|S|F|marie45@adventure-works.com|80000.00|0|0|Bachelors|Professional|1|4|3563 Mulberry|East Brisbane|QLD|4169|AU|2013-03-05|10+ Miles
20619|9|Maurice|C|Raji|1976-11-07|S|M|maurice22@adventure-works.com|80000.00|0|0|Bachelors|Professional|0|4|8831 Cloverleaf Circle|Seaford|VIC|3198|AU|2013-11-05|10+ Miles
20620|9|Victoria|J|Cook|1976-08-03|S|F|victoria29@adventure-works.com|90000.00|0|0|Bachelors|Professional|0|3|6526 Edie Ct.|Wollongong|NSW|2500|AU|2011-12-19|10+ Miles
20621|9|Meredith|M|Alonso|1977-08-05|M|F|meredith31@adventure-works.com|120000.00|0|5|Partial High School|Professional|0|4|9770 Brandywine Way|Rhodes|NSW|2138|AU|2011-12-06|10+ Miles
20622|9|Jerome|L|Suarez|1977-12-31|M|M|jerome18@adventure-works.com|120000.00|0|5|Partial High School|Professional|1|4|5585 Antone Court|Brisbane|QLD|4000|AU|2011-12-25|10+ Miles
20623|9|Ruth|NULL|Garcia|1977-11-29|M|F|ruth19@adventure-works.com|130000.00|4|5|High School|Management|1|4|4210 Band Court|Springwood|NSW|2777|AU|2011-12-12|0-1 Miles
20624|9|Deborah|NULL|Shan|1976-10-12|S|F|deborah15@adventure-works.com|100000.00|0|5|High School|Management|1|3|1162 Park Glenn|Gold Coast|QLD|4217|AU|2011-12-17|10+ Miles
20625|9|Rafael|J|Yuan|1982-05-09|M|M|rafael30@adventure-works.com|100000.00|0|5|High School|Management|1|3|7393 N Ranchford Court|Silverwater|NSW|2264|AU|2011-12-22|10+ Miles
20626|9|Jarrod|NULL|Sara|1982-02-10|M|M|jarrod10@adventure-works.com|100000.00|0|5|High School|Management|1|4|7820 S. Rising Ave|Sydney|NSW|1002|AU|2011-12-08|10+ Miles
20627|9|Theresa|NULL|Navarro|1975-09-30|M|F|theresa7@adventure-works.com|110000.00|0|5|High School|Management|1|4|1626 Green Valley Road|South Melbourne|VIC|3205|AU|2011-12-15|10+ Miles
20628|9|Rodney|J|Gutierrez|1981-11-21|S|M|rodney7@adventure-works.com|120000.00|0|5|Partial High School|Professional|1|4|6841 Monti Dr.|North Sydney|NSW|2055|AU|2011-12-13|10+ Miles
20629|9|Bonnie|NULL|Raje|1975-08-30|M|F|bonnie20@adventure-works.com|120000.00|0|5|Partial High School|Professional|1|4|8162 Olympic Dr.|North Ryde|NSW|2113|AU|2011-12-04|10+ Miles
20630|9|Diane|M|Alonso|1975-09-12|M|F|diane13@adventure-works.com|130000.00|5|5|High School|Management|1|4|9526 Baird Court|Darlinghurst|NSW|2010|AU|2013-11-01|0-1 Miles
20631|9|Gerald|E|Dominguez|1976-04-14|S|M|gerald21@adventure-works.com|130000.00|5|5|Bachelors|Professional|1|4|4998 Tahoe Place|Rockhampton|QLD|4700|AU|2013-06-29|0-1 Miles
20632|6|Marcus|R|Stewart|1975-08-02|S|M|marcus96@adventure-works.com|80000.00|4|3|Partial College|Professional|1|1|4900 La Salle St.|Victoria|BC|V8V|CA|2013-09-25|2-5 Miles
20633|1|Luke|A|Collins|1969-08-07|M|M|luke34@adventure-works.com|90000.00|5|5|Partial College|Professional|1|3|5618 Mill Rd.|Kirkland|WA|98033|US|2013-10-04|2-5 Miles
20634|1|Stephanie|V|Bryant|1970-02-04|M|F|stephanie45@adventure-works.com|100000.00|5|2|Partial College|Professional|1|0|5651 San Benito Drive|Seattle|WA|98104|US|2013-04-07|2-5 Miles
20635|1|Nathan|J|Young|1969-11-06|M|M|nathan47@adventure-works.com|110000.00|3|2|Bachelors|Management|1|4|4935 Balhan Drive|Walla Walla|WA|99362|US|2013-07-15|1-2 Miles
20636|4|Olivia|G|Patterson|1975-05-01|M|F|olivia56@adventure-works.com|130000.00|3|2|Bachelors|Management|1|3|6146 Holland Drive|Newport Beach|CA|92625|US|2013-03-06|1-2 Miles
20637|4|John|NULL|Brown|1961-12-08|M|M|john42@adventure-works.com|70000.00|3|2|Partial College|Professional|1|1|1283 Cowell Rd.|Daly City|CA|94015|US|2013-05-12|5-10 Miles
20638|4|Thomas|C|Collins|1962-02-08|S|M|thomas39@adventure-works.com|80000.00|3|0|Partial College|Professional|1|2|6299 Bourton Ct.|Downey|CA|90241|US|2013-08-12|2-5 Miles
20639|1|Emily|A|Ross|1961-12-17|M|F|emily29@adventure-works.com|80000.00|3|2|Partial College|Professional|0|0|6261 Amador Ct.|Woodburn|OR|97071|US|2013-08-19|0-1 Miles
20640|4|Noah|S|Turner|1961-11-29|M|M|noah32@adventure-works.com|90000.00|2|1|Partial College|Professional|0|0|4858 Charlotte Ave|El Cajon|CA|92020|US|2013-08-17|5-10 Miles
20641|4|Isabella|P|Robinson|1967-02-19|S|F|isabella74@adventure-works.com|90000.00|2|1|Partial College|Professional|1|0|3532 St. Andrews Drive|Long Beach|CA|90802|US|2013-09-17|5-10 Miles
20642|1|Patricia|NULL|Prasad|1967-11-01|S|F|patricia13@adventure-works.com|90000.00|2|1|Partial College|Professional|1|1|2947 Vine Lane|Beaverton|OR|97005|US|2013-10-16|5-10 Miles
20643|4|Abigail|NULL|Patterson|1939-07-15|M|F|abigail65@adventure-works.com|90000.00|4|0|Bachelors|Management|1|1|324 Woodbury Place|Imperial Beach|CA|91932|US|2013-08-28|10+ Miles
20644|4|Patrick|NULL|Brooks|1939-08-17|S|M|patrick7@adventure-works.com|130000.00|1|2|Graduate Degree|Management|0|3|4480 Armstrong Rd.|National City|CA|91950|US|2013-10-29|0-1 Miles
20645|1|Xavier|NULL|Stewart|1983-03-04|M|M|xavier84@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|5900 Cleveland Rd.|Tacoma|WA|98403|US|2013-08-09|0-1 Miles
20646|1|Ryan|E|Chen|1977-11-21|M|M|ryan29@adventure-works.com|60000.00|1|0|Graduate Degree|Skilled Manual|1|0|5457 Chrislend Court|Woodburn|OR|97071|US|2013-08-24|0-1 Miles
20647|4|Jared|NULL|Bailey|1977-07-14|M|M|jared17@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|4330 Reliz Valley Road|Concord|CA|94519|US|2013-08-13|2-5 Miles
20648|4|Jordan|E|Mitchell|1978-06-01|M|M|jordan65@adventure-works.com|70000.00|1|0|Graduate Degree|Professional|1|0|8646 Olivera|La Jolla|CA|92806|US|2013-11-28|0-1 Miles
20649|4|Natalie|NULL|Ramirez|1977-12-11|S|F|natalie19@adventure-works.com|70000.00|2|0|Graduate Degree|Professional|1|0|3200 Wren Ave. #107|San Gabriel|CA|91776|US|2013-12-17|2-5 Miles
20650|4|Bryan|J|Gray|1981-01-20|M|M|bryan8@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|3852 Northridge Dr.|Colma|CA|94014|US|2013-08-05|0-1 Miles
20651|6|Timothy|J|Cooper|1976-02-20|M|M|timothy10@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|3331 Buchanan St.|Westminster|BC|V3L 1H4|CA|2012-06-04|0-1 Miles
20652|1|Amanda|NULL|Scott|1975-07-06|M|F|amanda56@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|3465 Fitzpatrick Drive|Seattle|WA|98104|US|2013-08-18|2-5 Miles
20653|4|Jessica|NULL|White|1975-09-01|M|F|jessica60@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|3095 Wildewood Dr.|San Carlos|CA|94070|US|2013-08-02|0-1 Miles
20654|4|Taylor|NULL|Murphy|1981-05-03|M|F|taylor8@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|0|3805 Halfmoon Court|Novato|CA|94947|US|2013-08-16|2-5 Miles
20655|1|Edward|L|Butler|1975-08-05|M|M|edward63@adventure-works.com|50000.00|1|1|Bachelors|Skilled Manual|1|1|4242 Coggins Dr.|Milwaukie|OR|97222|US|2013-09-01|0-1 Miles
20656|6|Marcus|L|Perry|1975-10-19|M|M|marcus57@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|8501 Second Ave.|Sooke|BC|V0|CA|2012-06-09|2-5 Miles
20657|4|Blake|A|Russell|1974-12-23|S|M|blake67@adventure-works.com|50000.00|2|2|Bachelors|Skilled Manual|1|0|866 San Tanderz Dr.|Newport Beach|CA|92625|US|2013-08-19|2-5 Miles
20658|4|Kaylee|E|Campbell|1976-08-11|M|F|kaylee28@adventure-works.com|70000.00|2|0|Graduate Degree|Professional|1|0|5 View Dr.|Concord|CA|94519|US|2013-12-05|0-1 Miles
20659|4|Xavier|J|Baker|1976-09-03|M|M|xavier30@adventure-works.com|70000.00|3|0|Graduate Degree|Professional|1|0|5271 St. George Court|Imperial Beach|CA|91932|US|2013-12-25|0-1 Miles
20660|1|Christina|NULL|Cox|1975-04-18|M|F|christina8@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|9741 Limeridge Drive|Puyallup|WA|98371|US|2013-07-31|0-1 Miles
20661|4|Taylor|E|Diaz|1975-04-06|M|F|taylor46@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|9277 Country View Lane|Burbank|CA|91502|US|2013-08-14|0-1 Miles
20662|1|Taylor|J|Perry|1974-06-13|M|F|taylor33@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|0|5670 Bel Air Dr.|Milwaukie|OR|97222|US|2012-12-28|2-5 Miles
20663|4|Kaitlyn|A|Stewart|1979-09-03|S|F|kaitlyn47@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|0|0|3086 Indigo Ct|El Cajon|CA|92020|US|2013-02-22|0-1 Miles
20664|1|Isaiah|NULL|Watson|1973-11-20|M|M|isaiah0@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|1|7223 Vinewood Dr.|Bremerton|WA|98312|US|2013-03-18|2-5 Miles
20665|6|James|C|Evans|1974-02-18|S|M|james50@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|1|4123 Lakehurst Dr.|Oak Bay|BC|V8P|CA|2012-06-18|2-5 Miles
20666|4|Lacey|NULL|Rai|1974-04-06|S|F|lacey7@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|1|5692 Gill Drive|Berkeley|CA|94704|US|2013-02-28|2-5 Miles
20667|1|Jodi|C|Pal|1974-06-26|S|F|jodi12@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|1|1|9635 Rock Oak Road|Bremerton|WA|98312|US|2013-04-11|2-5 Miles
20668|4|Eric|NULL|Rothenberg|1974-04-06|S|F|eric9@adventure-works.com|70000.00|2|2|Bachelors|Skilled Manual|0|1|9277 Country View Lane|Concord|CA|94519|US|2013-04-27|0-1 Miles
20669|6|Rachel|C|Ross|1983-10-01|S|F|rachel51@adventure-works.com|40000.00|0|0|Bachelors|Professional|1|1|4519 Sequoia Drive|Shawnee|BC|V9B 5T2|CA|2012-06-06|2-5 Miles
20670|6|Julia|A|Cox|1975-09-09|M|F|julia55@adventure-works.com|60000.00|1|0|Graduate Degree|Professional|1|0|1362 Geary Road|Victoria|BC|V8V|CA|2012-06-20|0-1 Miles
20671|4|Ronald|NULL|Sanchez|1981-02-09|M|M|ronald23@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|182 Perry Way|Berkeley|CA|94704|US|2013-04-19|2-5 Miles
20672|4|Fernando|NULL|Ross|1981-03-03|S|M|fernando48@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|4002 Fawn Glen Circle|Concord|CA|94519|US|2013-05-06|2-5 Miles
20673|4|Dylan|A|Washington|1981-10-19|M|M|dylan12@adventure-works.com|70000.00|4|0|Graduate Degree|Professional|1|0|2296 Rapallo Lane|Novato|CA|94947|US|2013-06-22|0-1 Miles
20674|1|Samuel|T|Butler|1978-02-22|S|M|samuel13@adventure-works.com|50000.00|2|2|Bachelors|Skilled Manual|0|1|8986 Hummingbird Ct|Bellingham|WA|98225|US|2013-08-02|0-1 Miles
20675|1|Natalie|M|Martin|1978-10-29|S|F|natalie82@adventure-works.com|50000.00|2|2|Bachelors|Skilled Manual|0|1|1788 Camino Verde|Lake Oswego|OR|97034|US|2013-08-02|0-1 Miles
20676|4|Carlos|C|Parker|1972-03-20|M|M|carlos25@adventure-works.com|60000.00|3|3|Bachelors|Skilled Manual|1|0|22 Fillet Ave.|Beverly Hills|CA|90210|US|2013-04-13|2-5 Miles
20677|4|Trinity|NULL|Bailey|1977-08-09|S|F|trinity14@adventure-works.com|60000.00|3|3|Bachelors|Skilled Manual|1|0|2 Raymond Dr|Grossmont|CA|91941|US|2013-08-06|2-5 Miles
20678|4|Martha|NULL|Lin|1982-09-20|S|F|martha7@adventure-works.com|60000.00|3|3|Bachelors|Skilled Manual|1|1|8422 Castle Rock|Burbank|CA|91502|US|2013-08-13|2-5 Miles
20679|6|Dakota|D|Jenkins|1971-11-11|M|M|dakota5@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|6711 Frayne Ct.|Burnaby|BC|V3J 6Z3|CA|2013-03-25|2-5 Miles
20680|6|Ashley|NULL|Anderson|1977-07-15|S|F|ashley10@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|1867 Buchanan Rd.|Port Hammond|BC|V6B 3P7|CA|2012-06-21|2-5 Miles
20681|4|Walter|L|Moreno|1974-10-26|S|M|walter19@adventure-works.com|70000.00|5|5|Graduate Degree|Professional|1|2|3413 Sequoia Woods Pl.|Burlingame|CA|94010|US|2013-02-01|2-5 Miles
20682|4|John|F|Davis|1975-04-15|M|M|john44@adventure-works.com|80000.00|2|0|Graduate Degree|Professional|1|0|6011 Driftwood Dr.|Grossmont|CA|91941|US|2013-07-11|0-1 Miles
20683|4|Amanda|A|Mitchell|1975-02-18|M|F|amanda54@adventure-works.com|80000.00|3|0|Graduate Degree|Professional|1|0|9636 Gatter Court|Imperial Beach|CA|91932|US|2013-07-01|0-1 Miles
20684|4|Olivia|A|Lee|1974-07-28|M|F|olivia21@adventure-works.com|80000.00|3|0|Graduate Degree|Professional|1|0|4778 Geary Road|La Jolla|CA|92806|US|2013-07-25|0-1 Miles
20685|4|Mariah|NULL|Powell|1970-07-01|M|F|mariah13@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|6011 Lindenwood Drive|Bellflower|CA|90706|US|2013-08-27|0-1 Miles
20686|4|Lucas|NULL|Nelson|1970-10-05|S|M|lucas1@adventure-works.com|40000.00|0|0|Bachelors|Professional|1|1|8634 Valley Blvd.|Los Angeles|CA|90012|US|2013-08-04|2-5 Miles
20687|1|Rebecca|NULL|Campbell|1970-08-04|S|F|rebecca9@adventure-works.com|40000.00|0|0|Bachelors|Professional|0|1|9750 W. Watson Court|Lake Oswego|OR|97034|US|2013-10-25|2-5 Miles
20688|1|Steven|A|Ramirez|1971-03-11|M|M|steven17@adventure-works.com|50000.00|3|3|Bachelors|Skilled Manual|1|1|5046 Queens Road|Everett|WA|98201|US|2014-01-17|2-5 Miles
20689|1|Connor|J|Green|1976-07-04|M|M|connor41@adventure-works.com|50000.00|3|3|Bachelors|Skilled Manual|1|2|840 Charlotte Ave.|Puyallup|WA|98371|US|2013-06-01|2-5 Miles
20690|4|Nathaniel|NULL|Torres|1971-05-04|M|M|nathaniel5@adventure-works.com|50000.00|3|3|Bachelors|Skilled Manual|1|2|4062 Highland Circle|San Gabriel|CA|91776|US|2013-12-14|2-5 Miles
20691|6|Eduardo|NULL|Smith|1970-08-14|M|M|eduardo0@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|3424 Rambling Lane|Langley|BC|V3A 4R2|CA|2013-03-23|0-1 Miles
20692|4|John|H|Lewis|1976-12-02|M|M|john55@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|1|0|8321 Marina Lakes Dr.|Oakland|CA|94611|US|2013-10-04|0-1 Miles
20693|1|Zachary|L|Perry|1971-03-10|S|M|zachary6@adventure-works.com|60000.00|0|0|Graduate Degree|Professional|0|1|5545 Clown Court|Yakima|WA|98901|US|2013-08-27|0-1 Miles
20694|6|Daniel|NULL|Anderson|1969-10-10|M|M|daniel7@adventure-works.com|60000.00|4|4|Bachelors|Skilled Manual|1|2|3330 Hawes Street|N. Vancouver|BC|V7L 4J4|CA|2013-03-01|2-5 Miles
20695|4|Joshua|NULL|Brown|1969-08-07|M|M|joshua6@adventure-works.com|60000.00|4|4|Bachelors|Skilled Manual|1|2|181 Gainsborough Drive|Grossmont|CA|91941|US|2013-12-25|2-5 Miles
20696|1|Ethan|D|Gonzales|1969-12-19|M|M|ethan13@adventure-works.com|60000.00|4|4|Bachelors|Skilled Manual|0|2|9592 Adelia Court|Corvallis|OR|97330|US|2013-02-04|0-1 Miles
20697|4|Stefanie|R|Schmidt|1970-06-25|M|F|stefanie7@adventure-works.com|60000.00|4|4|Bachelors|Skilled Manual|1|3|1147 Delta Way|Beverly Hills|CA|90210|US|2013-12-11|10+ Miles
20698|4|Darren|NULL|Chandra|1975-03-16|M|M|darren4@adventure-works.com|60000.00|4|4|Bachelors|Skilled Manual|1|3|6130 Alderwood Lane|Chula Vista|CA|91910|US|2013-05-27|5-10 Miles
20699|4|Hunter|NULL|Wang|1969-08-12|S|M|hunter19@adventure-works.com|60000.00|4|2|Bachelors|Skilled Manual|0|2|3478 Glenwood Dr|National City|CA|91950|US|2013-08-04|0-1 Miles
20700|4|Marcus|G|Scott|1970-01-30|M|M|marcus32@adventure-works.com|60000.00|4|2|Bachelors|Skilled Manual|1|2|4292 Oak Street|Bellflower|CA|90706|US|2013-08-04|2-5 Miles
20701|4|Liz|NULL|Anderson|1981-01-16|S|F|liz0@adventure-works.com|60000.00|4|2|Bachelors|Skilled Manual|0|2|5884 Blue Ridge|Coronado|CA|92118|US|2013-08-27|0-1 Miles
20702|4|Oscar|V|Ross|1969-03-07|S|M|oscar12@adventure-works.com|70000.00|4|2|Bachelors|Skilled Manual|0|2|7104 Roland Ct.|Oakland|CA|94611|US|2013-07-20|0-1 Miles
20703|1|Seth|L|White|1968-11-22|S|M|seth13@adventure-works.com|70000.00|4|2|Bachelors|Professional|1|2|6573 Helene Court|Portland|OR|97205|US|2013-08-08|2-5 Miles
20704|1|Shane|R|Rodriguez|1968-08-20|M|M|shane22@adventure-works.com|70000.00|4|2|Bachelors|Professional|1|2|9670 Walnut Pl.|Beaverton|OR|97005|US|2013-10-01|2-5 Miles
20705|4|Kevin|A|Roberts|1974-03-02|M|M|kevin41@adventure-works.com|70000.00|0|0|Bachelors|Professional|0|1|4893 Kiska Court|Glendale|CA|91203|US|2013-04-01|0-1 Miles
20706|4|Haley|J|Gonzalez|1973-09-15|S|F|haley48@adventure-works.com|70000.00|0|0|Bachelors|Professional|1|1|449 Running Springs Road|Novato|CA|94947|US|2013-08-28|2-5 Miles
20707|4|Danielle|P|Stewart|1973-07-07|S|F|danielle26@adventure-works.com|70000.00|0|0|Bachelors|Professional|0|1|1163 Bella Vista # 103|Santa Monica|CA|90401|US|2013-08-19|2-5 Miles
20708|6|Devin|NULL|Thompson|1980-03-05|S|M|devin14@adventure-works.com|70000.00|4|2|Bachelors|Professional|1|3|618 Oak Street|Langley|BC|V3A 4R2|CA|2012-07-30|2-5 Miles
20709|4|Samuel|M|Evans|1968-12-09|M|M|samuel31@adventure-works.com|70000.00|0|0|Bachelors|Professional|0|1|3522 B Wildbrook Ct.|Mill Valley|CA|94941|US|2013-08-05|0-1 Miles
20710|10|Andres|NULL|Raje|1980-05-07|M|M|andres11@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|0|6296 Elmonte Drive|Esher-Molesey|ENG|EM15|GB|2012-01-27|1-2 Miles
20711|10|Ebony|I|Sanz|1979-07-05|M|F|ebony41@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|0|4817 Crow St.|London|ENG|EC1R 0DU|GB|2012-02-24|1-2 Miles
20712|10|Colin|NULL|Huang|1980-01-18|M|M|colin6@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|0|4833 Kirkwood Drive|London|ENG|W10 6BL|GB|2012-02-17|1-2 Miles
20713|10|Kathleen|NULL|Gill|1983-09-13|S|F|kathleen15@adventure-works.com|10000.00|0|0|Partial High School|Manual|0|2|3951 Panoramic Avenue|W. York|ENG|BD1 4SJ|GB|2012-02-18|1-2 Miles
20714|10|Christine|NULL|Beck|1983-07-13|S|F|christine15@adventure-works.com|20000.00|0|0|Partial High School|Manual|0|2|5841 Longview Rd.|Leeds|ENG|LE18|GB|2013-03-12|0-1 Miles
20715|8|Henry|C|Kapoor|1977-12-20|S|M|henry3@adventure-works.com|20000.00|0|0|Partial High School|Manual|0|2|Hauptstr 6035|Bonn|NW|53131|DE|2013-08-08|0-1 Miles
20716|8|Kristina|V|Arun|1979-03-13|M|F|kristina7@adventure-works.com|40000.00|1|1|Bachelors|Skilled Manual|1|1|Waldstr 29|Hannover|NW|30601|DE|2012-05-04|0-1 Miles
20717|10|Chelsea|R|Ray|1984-03-02|S|F|chelsea12@adventure-works.com|40000.00|0|0|Graduate Degree|Skilled Manual|0|0|7332 Saddlewood|Oxford|ENG|OX14 4SE|GB|2012-02-23|1-2 Miles
20718|10|Ricky|NULL|Ruiz|1978-06-23|S|M|ricky2@adventure-works.com|30000.00|0|0|High School|Manual|1|1|7304 Mt. Palomar Pl.|Bury|ENG|PE17|GB|2012-02-24|2-5 Miles
20719|8|Lawrence|NULL|Alvarez|1978-02-17|S|M|lawrence2@adventure-works.com|30000.00|0|0|High School|Manual|0|1|Am Karlshof 2462|Salzgitter|HE|38231|DE|2012-05-20|1-2 Miles
20720|8|Regina|R|Subram|1978-01-01|S|F|regina12@adventure-works.com|30000.00|0|0|High School|Manual|0|1|Husemann Straße 4444|Hamburg|HH|20354|DE|2012-05-09|2-5 Miles
20721|10|Hailey|G|Perry|1977-01-05|S|F|hailey29@adventure-works.com|10000.00|0|0|Partial High School|Manual|1|2|514 Rambling Lane|Cheltenham|ENG|GL50|GB|2013-08-09|1-2 Miles
20722|8|Kellie|L|Serrano|1977-10-22|S|F|kellie15@adventure-works.com|40000.00|2|2|Partial College|Clerical|1|0|Postfach 8 11 55|Darmstadt|HE|64283|DE|2012-06-29|1-2 Miles
20723|8|Cedric|T|Zhu|1977-06-24|S|M|cedric13@adventure-works.com|20000.00|0|0|Partial High School|Manual|0|2|Bundesallee 7567|Neunkirchen|SL|66578|DE|2013-07-20|1-2 Miles
20724|10|Ebony|NULL|Vance|1976-07-07|S|F|ebony3@adventure-works.com|20000.00|0|0|Partial High School|Manual|1|2|2590 Concord|London|ENG|SW19 3RU|GB|2013-07-24|1-2 Miles
20725|10|Linda|K|Romero|1976-10-01|S|F|linda24@adventure-works.com|20000.00|0|0|Partial High School|Manual|1|2|7357 Scottsdale Road|London|ENG|W10 6BL|GB|2013-12-15|1-2 Miles
20726|8|Beth|NULL|Romero|1982-08-14|S|F|beth11@adventure-works.com|30000.00|0|0|High School|Manual|0|1|Auf den Kuhlen Straße 7|Berlin|HE|14129|DE|2012-06-14|2-5 Miles
20727|8|Arturo|NULL|Ye|1975-07-13|S|M|arturo10@adventure-works.com|40000.00|2|2|Partial College|Clerical|1|0|Kulmer Straße 3|Solingen|NW|42651|DE|2013-11-18|0-1 Miles
20728|7|Cedric|J|Chande|1976-06-12|S|M|cedric33@adventure-works.com|40000.00|2|2|Partial College|Clerical|1|0|70, rue de l´Esplanade|Tremblay-en-France|93|93290|FR|2013-06-05|1-2 Miles
20729|8|Aimee|M|Zhou|1977-04-18|M|F|aimee7@adventure-works.com|40000.00|2|2|Partial College|Clerical|0|1|Postfach 99 01 01|Bonn|NW|53131|DE|2013-06-20|0-1 Miles
20730|10|Aaron|NULL|Shan|1976-12-12|S|M|aaron31@adventure-works.com|40000.00|2|2|Partial College|Clerical|1|2|1896 Anyway Street|Runcorn|ENG|TY31|GB|2013-06-03|1-2 Miles
20731|8|Andre|S|Kovár|1975-12-12|S|M|andre4@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|0|0|Buergermeister-ulrich-str 44990|Kassel|HE|34117|DE|2013-03-30|1-2 Miles
20732|1|Joshua|W|Walker|1986-03-21|S|M|joshua25@adventure-works.com|40000.00|3|3|Partial College|Clerical|1|0|5030 Blue Ridge Dr.|Lynnwood|WA|98036|US|2013-03-05|0-1 Miles
20733|1|Sheena|A|Luo|1980-06-05|S|F|sheena5@adventure-works.com|40000.00|3|3|Partial College|Clerical|1|2|1462 West Cliff Place|Bremerton|WA|98312|US|2013-05-25|0-1 Miles
20734|6|Luis|G|Phillips|1980-01-14|M|M|luis38@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|1|0|2156 Temple Court|Langford|BC|V9|CA|2013-05-28|0-1 Miles
20735|1|Caitlin|NULL|Cooper|1985-10-19|M|F|caitlin15@adventure-works.com|50000.00|0|0|Graduate Degree|Skilled Manual|1|0|3511 B Eagle Peak Rd.|Sedro Woolley|WA|98284|US|2013-08-15|1-2 Miles
